zz0016201;6.2;205
zz0016205;6.7;127
zz0016220;7.6;16255
zz0016226;6.0;269
zz0016230;6.0;2111
zz0016232;7.0;190
zz0016240;6.8;134
zz0016241;3.7;132
zz0016258;7.1;319
zz0016276;6.6;297
zz0016288;6.4;170
zz0016294;6.8;126
zz0016308;6.6;483
zz0016309;3.8;132
zz0016310;6.7;322
zz0016332;7.9;8943
zz0016338;6.1;113
zz0016377;4.1;112
zz0016392;6.4;219
zz0016394;6.5;831
zz0016461;6.5;538
zz0016473;7.2;1613
zz0016480;6.8;288
zz0016481;7.4;1022
zz0016491;7.7;693
zz0016493;6.7;152
zz0016544;5.1;1395
zz0016545;5.8;242
zz0016548;6.9;123
zz0016559;6.8;111
zz0016560;5.4;609
zz0016563;6.6;123
zz0016627;7.0;1050
zz0016629;6.5;678
zz0016630;7.0;2820
zz0016634;7.0;338
zz0016640;6.5;354
zz0016643;6.3;217
zz0016646;5.9;451
zz0016654;7.1;1656
zz0016655;6.8;618
zz0016664;5.5;139
zz0016669;7.3;1427
zz0016672;5.0;438
zz0016690;6.2;1402
zz0016762;6.6;142
zz0016804;7.0;728
zz0016822;6.7;888
zz0016827;4.6;120
zz0016832;6.9;399
zz0016847;8.1;13588
zz0016854;6.4;208
zz0016871;5.8;770
zz0016884;7.6;3901
zz0016895;7.5;1401
zz0016914;6.9;632
zz0016939;6.3;270
zz0016947;6.6;213
zz0016953;6.7;675
zz0016971;6.0;127
zz0017004;6.4;245
zz0017028;6.9;130
zz0017029;6.7;399
zz0017048;7.4;2758
zz0017075;7.3;10024
zz0017082;6.3;200
zz0017096;6.7;430
zz0017103;6.7;545
zz0017119;6.8;309
zz0017120;6.8;315
zz0017128;7.5;2442
zz0017136;8.3;156076
zz0017159;6.8;263
zz0017184;5.7;101
zz0017195;7.0;109
zz0017196;6.8;682
zz0017198;5.2;227
zz0017226;6.7;185
zz0017271;7.7;919
zz0017293;7.1;127
zz0017329;6.6;150
zz0017338;6.0;103
zz0017350;7.7;1542
zz0017354;6.5;136
zz0017374;5.8;126
zz0017378;6.7;283
zz0017382;6.8;245
zz0017409;7.0;317
zz0017410;6.2;167
zz0017416;6.6;1788
zz0017419;6.2;206
zz0017423;7.3;1148
zz0017437;6.7;766
zz0017448;7.1;1945
zz0017449;6.9;1066
zz0017463;7.5;1010
zz0017480;6.9;691
zz0017519;6.6;122
zz0017534;6.4;1722
zz0017540;6.8;347
zz0017567;7.0;690
zz0017621;6.2;285
zz0017632;5.9;355
zz0017653;7.1;196
zz0017662;7.0;186
zz0017667;6.9;701
zz0017726;6.4;106
zz0017735;6.8;228
zz0017736;6.8;171
zz0017739;7.1;2654
zz0017750;7.1;374
zz0017751;6.6;213
zz0017765;7.1;4268
zz0017825;6.1;2082
zz0017832;4.8;206
zz0017843;5.7;2465
zz0017860;5.6;710
zz0017886;6.4;193
zz0017918;6.9;284
zz0017925;8.1;78769
zz0017928;6.7;162
zz0017938;7.0;759
zz0017961;7.4;919
zz0017998;7.1;237
zz0018014;6.6;210
zz0018016;6.4;185
zz0018033;7.3;2912
zz0018037;6.5;8866
zz0018045;6.8;263
zz0018051;7.6;3747
zz0018054;7.2;1890
zz0018066;7.3;1494
zz0018087;7.3;660
zz0018097;6.8;1161
zz0018102;6.3;431
zz0018107;6.9;885
zz0018113;6.1;764
zz0018138;5.9;356
zz0018166;6.7;390
zz0018179;6.4;525
zz0018192;8.1;6864
zz0018217;7.5;6877
zz0018218;6.4;316
zz0018235;6.8;119
zz0018247;6.3;110
zz0018268;6.3;103
zz0018297;6.4;733
zz0018311;6.6;1342
zz0018328;6.2;3088
zz0018351;7.0;188
zz0018362;6.2;327
zz0018379;7.6;3098
zz0018389;5.6;141
zz0018392;7.1;352
zz0018397;6.9;498
zz0018413;4.0;481
zz0018440;6.0;884
zz0018451;7.6;1335
zz0018453;6.3;103
zz0018455;8.1;46069
zz0018464;5.5;126
zz0018471;6.9;1422
zz0018484;6.1;105
zz0018487;5.8;465
zz0018505;7.4;1034
zz0018513;5.2;551
zz0018515;6.7;888
zz0018523;6.8;761
zz0018524;6.7;379
zz0018526;7.6;2545
zz0018528;7.8;6992
zz0018530;6.2;248
zz0018566;6.8;308
zz0018578;7.5;11139
zz0018579;3.1;105
zz0018588;6.7;200
zz0018600;6.3;106
zz0018615;7.0;291
zz0018618;6.0;948
zz0018678;6.5;395
zz0018684;7.5;945
zz0018722;4.9;134
zz0018737;7.9;9541
zz0018742;8.1;10101
zz0018749;6.2;810
zz0018756;5.6;1968
zz0018770;7.3;3369
zz0018773;8.1;27414
zz0018795;6.5;614
zz0018826;6.8;149
zz0018836;6.7;336
zz0018839;7.5;3860
zz0018841;7.3;561
zz0018862;6.9;121
zz0018876;5.9;2434
zz0018879;5.9;151
zz0018882;7.0;152
zz0018907;6.3;134
zz0018908;6.9;261
zz0018909;7.1;623
zz0018927;6.8;341
zz0018935;6.7;234
zz0018937;6.6;630
zz0018972;6.6;394
zz0018990;6.9;154
zz0018996;6.0;116
zz0019043;7.1;305
zz0019067;6.9;402
zz0019071;8.0;3282
zz0019074;7.6;1684
zz0019096;5.7;735
zz0019098;6.1;636
zz0019109;7.8;1982
zz0019127;6.8;174
zz0019130;7.7;5711
zz0019151;6.8;510
zz0019152;6.8;343
zz0019182;5.3;116
zz0019195;7.2;1151
zz0019237;6.7;1501
zz0019254;8.1;45823
zz0019258;7.5;2330
zz0019286;7.1;1803
zz0019290;6.4;228
zz0019304;6.7;1099
zz0019325;6.0;168
zz0019344;7.2;2519
zz0019374;7.0;229
zz0019379;7.6;3458
zz0019388;6.2;206
zz0019400;6.2;976
zz0019412;7.7;3178
zz0019415;7.6;3062
zz0019421;7.9;12809
zz0019429;7.4;2090
zz0019434;6.1;239
zz0019451;6.8;347
zz0019462;6.0;227
zz0019480;6.5;213
zz0019489;6.9;353
zz0019509;7.3;413
zz0019532;6.6;346
zz0019553;6.5;131
zz0019557;6.1;376
zz0019558;7.5;1508
zz0019563;7.2;1582
zz0019571;6.3;151
zz0019574;6.9;756
zz0019585;8.0;5980
zz0019591;7.2;1355
zz0019609;6.9;116
zz0019611;7.1;819
zz0019629;7.0;188
zz0019630;5.8;661
zz0019644;7.0;1266
zz0019646;7.6;854
zz0019649;7.3;1805
zz0019655;7.4;1328
zz0019658;5.5;187
zz0019684;4.9;386
zz0019690;5.4;203
zz0019699;5.6;258
zz0019702;7.0;9412
zz0019725;6.2;339
zz0019726;6.4;119
zz0019729;5.7;6327
zz0019735;6.4;839
zz0019745;6.0;539
zz0019746;6.7;169
zz0019777;7.0;6900
zz0019785;6.4;332
zz0019788;5.8;1983
zz0019796;6.4;390
zz0019798;6.5;261
zz0019800;5.9;110
zz0019811;6.5;1074
zz0019815;6.1;104
zz0019823;6.2;1034
zz0019824;6.2;651
zz0019843;7.0;382
zz0019850;7.2;481
zz0019852;6.8;445
zz0019856;6.6;132
zz0019884;5.9;255
zz0019886;6.6;232
zz0019889;6.0;106
zz0019901;7.3;2899
zz0019929;5.2;115
zz0019933;5.8;621
zz0019935;7.2;687
zz0019936;6.7;143
zz0019939;6.4;103
zz0019945;5.2;117
zz0019946;6.1;694
zz0019949;6.6;285
zz0019957;5.8;112
zz0019959;6.8;1521
zz0019976;7.2;520
zz0019979;5.1;117
zz0019983;5.3;289
zz0019992;5.8;134
zz0019993;5.9;1827
zz0020004;6.6;310
zz0020011;6.1;110
zz0020014;5.9;118
zz0020018;5.5;898
zz0020025;7.0;178
zz0020030;7.0;1139
zz0020034;6.1;269
zz0020062;6.9;938
zz0020075;7.3;214
zz0020078;6.7;317
zz0020080;6.7;441
zz0020081;6.1;381
zz0020092;6.7;619
zz0020099;6.8;100
zz0020103;6.0;429
zz0020112;7.1;1924
zz0020114;6.5;169
zz0020122;7.8;1144
zz0020126;6.0;431
zz0020142;6.2;2555
zz0020143;6.2;1148
zz0020144;5.6;385
zz0020163;7.4;2649
zz0020166;5.7;151
zz0020182;7.0;111
zz0020193;7.3;246
zz0020197;6.7;187
zz0020198;6.1;562
zz0020210;5.2;528
zz0020217;5.7;169
zz0020223;6.5;656
zz0020228;6.8;143
zz0020230;7.3;726
zz0020232;7.3;332
zz0020238;5.8;259
zz0020247;6.0;603
zz0020253;6.9;315
zz0020269;7.1;1353
zz0020286;6.5;710
zz0020293;6.7;181
zz0020298;7.1;3049
zz0020305;5.5;353
zz0020320;6.8;157
zz0020332;6.1;691
zz0020335;7.2;524
zz0020336;6.0;204
zz0020344;6.9;102
zz0020358;6.1;304
zz0020359;5.5;156
zz0020364;6.0;191
zz0020388;6.1;267
zz0020392;6.3;116
zz0020402;6.1;245
zz0020403;5.8;367
zz0020405;6.9;183
zz0020425;5.5;200
zz0020431;5.0;138
zz0020439;6.1;602
zz0020442;7.0;1811
zz0020446;4.9;328
zz0020451;7.3;1296
zz0020458;6.1;337
zz0020461;5.7;115
zz0020466;6.5;358
zz0020475;7.9;3996
zz0020479;6.3;511
zz0020480;5.6;135
zz0020488;5.9;559
zz0020490;5.8;143
zz0020492;5.9;522
zz0020499;6.6;501
zz0020502;6.4;170
zz0020510;6.6;261
zz0020514;6.6;1232
zz0020516;6.1;105
zz0020534;5.8;197
zz0020538;5.1;475
zz0020542;5.3;198
zz0020543;6.0;315
zz0020547;6.9;112
zz0020556;6.8;661
zz0020563;6.4;474
zz0020570;7.2;882
zz0020572;6.0;669
zz0020581;6.6;487
zz0020585;7.2;359
zz0020589;6.6;578
zz0020590;6.4;408
zz0020608;7.2;216
zz0020613;6.3;263
zz0020620;5.7;1308
zz0020629;8.0;56356
zz0020640;7.5;13341
zz0020641;6.6;2760
zz0020642;6.9;775
zz0020656;7.2;382
zz0020661;5.1;106
zz0020668;6.4;828
zz0020670;5.8;161
zz0020673;5.4;175
zz0020686;7.1;1849
zz0020690;5.9;209
zz0020691;7.2;3312
zz0020693;6.0;347
zz0020695;6.1;600
zz0020697;7.7;13311
zz0020701;6.2;410
zz0020702;5.4;322
zz0020713;5.6;242
zz0020724;5.6;117
zz0020740;4.7;122
zz0020754;6.2;112
zz0020758;5.7;339
zz0020763;5.7;117
zz0020768;7.8;2842
zz0020785;5.4;104
zz0020793;7.6;989
zz0020799;6.1;210
zz0020806;6.2;465
zz0020814;7.0;189
zz0020815;7.2;1602
zz0020821;6.5;523
zz0020823;6.0;146
zz0020827;6.8;2705
zz0020828;5.3;325
zz0020836;6.5;947
zz0020838;5.8;392
zz0020842;6.6;734
zz0020852;5.3;341
zz0020866;5.9;101
zz0020869;5.2;151
zz0020873;6.2;131
zz0020875;6.9;439
zz0020876;6.7;947
zz0020890;6.5;159
zz0020891;6.1;1249
zz0020894;6.5;200
zz0020896;6.5;327
zz0020900;6.1;191
zz0020902;5.6;814
zz0020919;5.3;805
zz0020924;6.0;157
zz0020926;4.4;122
zz0020929;5.5;323
zz0020938;5.4;347
zz0020945;6.1;303
zz0020949;5.5;121
zz0020959;5.5;146
zz0020966;6.5;229
zz0020980;6.4;480
zz0020985;6.4;352
zz0020987;6.1;299
zz0021001;5.4;113
zz0021013;6.7;229
zz0021016;5.4;630
zz0021025;6.7;1039
zz0021042;6.0;151
zz0021044;6.6;145
zz0021048;5.3;129
zz0021053;6.5;279
zz0021060;6.4;416
zz0021061;5.5;114
zz0021069;5.6;128
zz0021070;4.6;132
zz0021074;6.8;399
zz0021079;7.3;11746
zz0021087;6.1;371
zz0021090;5.3;124
zz0021092;5.6;227
zz0021094;5.3;142
zz0021100;5.5;162
zz0021102;6.2;112
zz0021106;6.5;838
zz0021110;5.7;164
zz0021121;6.2;191
zz0021128;6.1;654
zz0021132;5.7;153
zz0021133;5.1;233
zz0021134;5.0;196
zz0021140;5.8;218
zz0021148;6.8;1547
zz0021149;5.7;398
zz0021152;4.7;422
zz0021153;6.8;1109
zz0021156;7.1;5443
zz0021165;6.4;5651
zz0021178;6.1;138
zz0021189;6.1;990
zz0021191;5.3;241
zz0021197;6.2;386
zz0021216;5.8;117
zz0021217;5.8;378
zz0021223;6.1;588
zz0021224;6.0;138
zz0021225;6.7;454
zz0021228;6.2;606
zz0021239;5.3;195
zz0021240;6.1;239
zz0021247;7.2;157
zz0021263;6.1;180
zz0021268;7.1;188
zz0021273;6.9;515
zz0021276;5.7;115
zz0021280;5.0;103
zz0021281;6.5;762
zz0021282;5.7;342
zz0021283;6.4;381
zz0021287;5.6;340
zz0021292;5.6;486
zz0021294;5.8;592
zz0021295;5.0;217
zz0021297;6.7;154
zz0021303;5.5;108
zz0021304;5.7;157
zz0021307;5.9;116
zz0021309;7.8;1135
zz0021310;5.9;680
zz0021322;6.3;293
zz0021324;5.2;208
zz0021331;7.4;5834
zz0021335;5.6;202
zz0021345;5.5;181
zz0021365;5.1;101
zz0021371;6.4;238
zz0021374;5.9;409
zz0021376;5.5;245
zz0021377;6.2;475
zz0021381;6.3;534
zz0021382;6.2;182
zz0021394;6.2;142
zz0021400;6.0;146
zz0021406;7.0;656
zz0021408;6.0;334
zz0021409;7.1;1971
zz0021413;5.5;239
zz0021420;6.8;197
zz0021435;5.3;113
zz0021439;5.1;114
zz0021463;6.6;117
zz0021464;5.5;212
zz0021472;5.9;128
zz0021483;6.4;160
zz0021486;6.1;172
zz0021492;6.7;103
zz0021493;5.7;254
zz0021505;6.8;1056
zz0021508;6.0;1036
zz0021511;5.7;113
zz0021525;5.5;117
zz0021531;6.1;233
zz0021533;5.6;688
zz0021534;5.7;548
zz0021542;7.4;1610
zz0021550;6.0;151
zz0021551;6.5;349
zz0021568;6.1;146
zz0021571;7.3;4949
zz0021577;7.3;12551
zz0021580;6.0;269
zz0021595;6.0;223
zz0021599;4.6;116
zz0021606;6.2;120
zz0021607;6.5;644
zz0021615;5.8;186
zz0021622;6.2;1493
zz0021632;6.2;342
zz0021633;6.5;1041
zz0021635;6.5;1081
zz0021636;6.3;988
zz0021647;6.9;474
zz0021649;6.1;372
zz0021654;6.7;591
zz0021657;5.9;240
zz0021659;5.7;107
zz0021668;6.8;1301
zz0021673;7.1;1561
zz0021681;5.9;111
zz0021684;5.8;222
zz0021695;6.6;100
zz0021697;5.9;251
zz0021707;6.4;136
zz0021725;6.6;187
zz0021730;7.3;2741
zz0021732;6.4;154
zz0021733;6.7;474
zz0021735;6.4;442
zz0021739;7.6;3628
zz0021743;4.4;109
zz0021746;5.9;5304
zz0021749;8.5;162668
zz0021750;7.1;1330
zz0021754;6.9;171
zz0021756;6.0;219
zz0021759;6.5;280
zz0021761;6.1;416
zz0021764;5.8;174
zz0021768;6.4;225
zz0021770;7.0;895
zz0021772;5.6;149
zz0021775;5.9;100
zz0021778;6.2;805
zz0021780;6.2;843
zz0021785;6.1;366
zz0021786;6.2;119
zz0021793;5.9;188
zz0021798;6.2;174
zz0021799;6.3;542
zz0021807;6.2;126
zz0021814;7.5;45054
zz0021815;7.2;3901
zz0021818;7.3;1939
zz0021820;5.7;216
zz0021825;6.1;444
zz0021826;6.0;136
zz0021828;5.7;169
zz0021829;6.0;149
zz0021836;7.2;548
zz0021840;6.0;131
zz0021845;5.6;188
zz0021859;5.2;112
zz0021861;5.7;520
zz0021864;6.1;221
zz0021865;5.9;396
zz0021873;7.3;1758
zz0021874;6.3;1263
zz0021879;5.8;206
zz0021884;7.8;63315
zz0021885;6.7;2225
zz0021889;5.4;298
zz0021890;6.7;2348
zz0021895;5.5;128
zz0021900;5.1;129
zz0021906;6.4;731
zz0021910;7.0;545
zz0021917;5.3;316
zz0021919;5.9;162
zz0021927;5.7;154
zz0021928;6.2;118
zz0021931;6.5;456
zz0021932;6.7;237
zz0021933;6.9;648
zz0021952;5.9;168
zz0021963;5.9;129
zz0021969;6.7;171
zz0021973;5.8;143
zz0021978;6.9;159
zz0021985;7.8;1404
zz0021986;5.4;212
zz0021988;6.1;148
zz0021992;6.1;832
zz0022000;6.2;1336
zz0022001;6.3;464
zz0022002;6.1;213
zz0022017;7.5;1213
zz0022021;5.9;425
zz0022026;5.0;296
zz0022029;5.5;134
zz0022034;7.0;461
zz0022042;6.0;107
zz0022043;6.0;130
zz0022046;6.0;258
zz0022048;6.4;348
zz0022054;6.8;1212
zz0022056;5.6;202
zz0022059;5.4;576
zz0022074;7.2;3148
zz0022080;7.3;1804
zz0022085;6.2;183
zz0022086;6.3;343
zz0022100;8.3;139271
zz0022103;6.4;554
zz0022105;6.5;163
zz0022111;6.9;2692
zz0022117;6.9;271
zz0022120;5.0;134
zz0022121;6.5;163
zz0022125;7.9;1938
zz0022134;5.7;234
zz0022135;5.7;144
zz0022139;6.3;119
zz0022149;6.3;554
zz0022150;7.4;3140
zz0022151;7.0;430
zz0022153;7.2;1808
zz0022158;7.5;11207
zz0022172;5.4;322
zz0022173;6.2;251
zz0022177;5.6;159
zz0022178;6.5;139
zz0022180;5.6;206
zz0022183;7.6;2432
zz0022185;7.3;162
zz0022191;5.7;361
zz0022197;5.6;157
zz0022204;6.7;105
zz0022208;7.1;3212
zz0022214;6.8;104
zz0022215;7.1;183
zz0022223;6.1;330
zz0022235;6.7;165
zz0022236;6.5;1091
zz0022243;5.1;596
zz0022246;6.8;473
zz0022251;7.0;2143
zz0022254;6.1;754
zz0022259;6.7;209
zz0022261;5.9;126
zz0022264;6.5;1264
zz0022265;4.4;273
zz0022268;6.9;2719
zz0022273;6.4;235
zz0022274;6.7;157
zz0022276;6.9;1643
zz0022279;6.8;1049
zz0022285;6.5;191
zz0022286;7.7;17299
zz0022289;7.1;350
zz0022290;6.4;171
zz0022293;5.9;317
zz0022296;5.7;123
zz0022297;6.2;189
zz0022303;6.4;239
zz0022308;5.9;255
zz0022317;4.6;146
zz0022321;6.5;234
zz0022326;5.9;150
zz0022331;5.9;228
zz0022335;7.0;1175
zz0022339;7.0;191
zz0022353;5.8;280
zz0022357;6.3;740
zz0022360;7.0;412
zz0022373;6.0;316
zz0022381;5.1;109
